Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,company_name,website,contact,adress,no_recruited,img_url,sus_score,diversity_inc,description,password,email
38,38,38,Pinesoft Ltd,http://www.pinesoft.co.uk/ ,"447,793,411,914","Pinesoft Ltd, South Lodge, Gravesend Rd, Wrotham, Sevenoaks TN15 7JJ, UK",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.39,True," Pinesoft is a leading global provider of enterprise software solutions to the financial services industry. We have been providing innovative solutions to the financial services industry for over 20 years, and our clients include some of the world's largest and most prestigious financial institutions. Our products and services include core banking systems, customer relationship management systems, online banking systems, mobile banking systems, and a range of other software solutions. We are committed to providing our clients with the highest quality products and services, and we are constantly striving to improve and innovate in order to meet the ever-changing needs of the financial services industry.",123456,pinesoft@gmail.com
39,39,39,Pocket Logic iPhone Development,http://www.pocketlogic.co.uk/ ,"441,635,582,052","Pocket Logic iPhone Development, 27 Upper Cranbrook Road, Westbury Park, Bristol BS6 7UR, United Kingdom",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,8.45,False," Pocket logic is a leading iPhone app development company in Dubai, providing robust, scalable, and futuristic iPhone application development services to clients across the UAE and the MENA region. With a team of expert iOS app developers, we help businesses and brands leverage the power of iOS technology to build visually appealing, feature-rich, and highly engaging iPhone applications that drive customer engagement and business growth.  Our team of experienced iPhone app developers leverages the latest tools, frameworks, and technologies to build cutting-edge iPhone applications that are fully customized to meet the specific business needs of our clients. We also offer end-to-end iPhone app development services, from ideation and design to development and testing, to ensure that our clients receive a seamless and",123456,pocketlogic@gmail.com
40,40,40,Aricent,https://www.aricent.com/ ,"441,214,690,009","Aricent, Park View House, 65 London Rd, Newbury RG14 1JN, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.08,True," Aricent is a global software company that helps clients to transform their businesses through the power of technology. We have over 20 years of industry experience in IT services, software, and engineering services, and we offer a comprehensive range of services including application development, testing, and maintenance, as well as IT and business process outsourcing. Our team of experienced professionals uses the latest technologies and tools to deliver high-quality, cost-effective solutions that meet the needs of our clients. We are committed to providing exceptional customer service and support, and we work closely with our clients to ensure that their business goals are met.",123456,aricent@gmail.com
41,41,41,Scorchsoft Ltd,http://www.scorchsoft.com/ ,"441,619,058,111","Scorchsoft Ltd, The Big Peg, 120 Vyse St, Birmingham B18 6NF, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.93,True," Scorchsoft develops high-end web applications, sites and portals for our clients, located primarily in the UK, USA & Europe. With a dedicated team of over 25 full-time developers, we have delivered a large number of successful IT projects for a wide range of clients, from Government Departments and Multi-National Companies to SMEs & start-ups.  We are based in the UK, near Preston in Lancashire. We are about 1 hour north of Manchester and about 1 hour west of Manchester airport. Our developers are all based in the UK and we do not outsource any development work. If you'd like to visit us to discuss a project, we'll be happy to arrange a visit. ",123456,scorchsoft@gmail.com
42,42,42,Sun Microsystems Ltd. ï¿½ Manchester,http://uk.sun.com/ ,"443,448,155,661","Sun Microsystems Ltd. ï¿½ Manchester, Citygate, Cross Street, Sale M33 7JF, United Kingdom",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.17,True,", united kingdom - based sun microsystems ltd. (smll) is a subsidiary of sun microsystems, inc. (nasdaq: sunw - news) specializing in the areas of data management, digital identity, unified communications and telephony, and network security. established in 1982, smll comprises a staff of more than 600 people at offices throughout the united kingdom, including headquarters in cambridge, and sales and support offices in coventry, birmingham, and manchester.",123456,sun@gmail.com
43,43,43,IRIS Software Ltd,https://www.iris.co.uk/ ,"441,727,812,812","IRIS Software Ltd, Ivybridge House, 1 Adam St, London WC2N 6LE, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.82,True," Iris Software Ltd is a global provider of trading and analysis tools for financial professionals. The company's products include the Iris TWS, a trading platform that allows users to trade stocks, options, futures, and other financial instruments; the Iris PowerAnalytics, a suite of analytics tools that provides real-time market data and analysis; and the Iris MarketScope, a research tool that provides market intelligence and analysis. Iris Software Ltd was founded in 1993 and is headquartered in Jersey, Channel Islands.",123456,iris@gmail.com
44,44,44,Micro Focus,http://www.microfocus.com/ ,+44 28 9026 0000,"Micro Focus, Everard Cl, St Albans AL1 2PS, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,2.16,True," Micro Focus is a global software company that helps customers run and transform their business. Our software provides the critical tools they need to build, operate, secure, and analyze the enterprise. By design, these tools bridge the gap between existing and emerging technologies – which means enterprises can innovate faster, with less risk, in the race to digital transformation.",123456,microfocus@gmail.com
45,45,45,Micro Focus,http://www.microfocus.com/ ,"441,223,264,445","Micro Focus, 2-10 East Bridge St, Belfast BT1 3NQ, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,0.3,True," Micro Focus is a global software company that helps organizations run and transform their business. Our solutions enable organizations to adapt to market changes and compete in the digital world. We provide the tools and expertise needed to build, operate, secure, and analyze the enterprise. Our product groups include: Application Development, IT Operations Management, Security, Information Management & Governance, and Governance, Risk & Compliance. Micro Focus is a member of the FTSE 100 with annual revenues of US$3.7 billion.",123456,microfocus@gmail.com
46,46,46,Product Technology Partners Ltd,http://www.ptpartners.co.uk/ ,+44 20 8772 8773,"Product Technology Partners Ltd, High St, Toft, Cambridge CB23 2RL, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,0.94,True," Product Technology Partners Ltd (PTP) is a product development and commercialisation company based in Cambridge, UK. Our core competency is in taking innovative ideas from concept to commercial reality. We provide a complete service from initial concept development through to transfer to manufacture and supply chain management. We have particular expertise in developing products for regulated markets including medical device and in vitro diagnostics.  Our multidisciplinary team has a broad range of expertise in product and technology development, and we have a strong track record of delivering successful products to market. We work closely with our clients to understand their needs and objectives, and to ensure that their products meet the highest standards of quality and performance.  PTP is ISO 13485 certified and has a proven",123456,ptpartners@gmail.com
47,47,47,Advanced Computer Software,http://www.oneadvanced.com/ ,+44 20 3740 7410,"Advanced Computer Software, B S G House, 226 City Rd, London EC1V 2TT, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.76,True," Advanced Computer Software Group plc is a leading provider of software and IT services to the UK market for over 35 years. We have an extensive customer base of over 3,000 organisations including 15,000 SMEs in the private and public sectors. We operate through four divisions: License Management, IT Services, Public Sector and Commercial. We focus on the key business processes in any organisation: finance, HR & payroll, supply chain management and customer relationship management. We have built a portfolio of high quality, dependable software solutions and services to address these core business processes. We continue to invest in developing and enhancing these solutions to ensure they remain at the leading edge of technology and offer customers the maximum competitive advantage.",123456,oneadvanced@gmail.com
48,48,48,Pivotal Software,http://pivotal.io/ ,"441,179,723,869","Pivotal Software, 211 Old St, London EC1V 9NR, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,2.15,True," Pivotal Software, Inc. is a provider of software and services for enterprises. The Company develops a cloud-native platform that enables enterprises to transform how they build and run software applications. Pivotal Software, Inc. is based in SAN FRANCISCO.",123456,io/ @gmail.com
49,49,49,Ocean Blue Software,http://www.oceanbluesoftware.com/ ,"441,614,804,420","Ocean Blue Software, Here] Building, Bath Rd, Bristol BS4 3AP, United Kingdom",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.78,True," Ocean Blue Software is a leading provider of software solutions for the automotive industry. Our products include inventory management, point-of-sale, and repair shop management systems that help dealerships and repair shops streamline their operations and increase profitability. We also offer a suite of digital marketing services that help businesses reach and engage more customers online. Our team is made up of experienced software developers, designers, and marketers who are dedicated to helping our clients succeed. We are committed to providing the best possible products and services to our clients, and we are constantly innovating to stay ahead of the competition. We are proud to be a trusted partner to businesses in the automotive industry, and we look forward to continuing to serve our clients for many years to come.",123456,oceanbluesoftware@gmail.com
50,50,50,CDL,http://www.cdl.co.uk/ ,"443,333,701,570","CDL, Strata House, Kings Reach Road, Stockport SK4 2HD, United Kingdom",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.9,True," Commercial Driver's License (CDL) holders have many options when it comes to finding a job. Some people may choose to work for a trucking company, while others may choose to start their own business. There are also many other career options available for CDL holders, such as working as a delivery driver or a bus driver.",123456,cdl@gmail.com
51,51,51,Company Dynamics Software,http://www.companydynamics.co.uk/ ,"441,244,940,657","Company Dynamics Software, 272 Bath St, Glasgow G2 4JR, UK",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.52,True," Company Dynamics is a leading provider of software and services that help organizations improve the effectiveness of their talent management processes. Our solutions enable organizations to identify, develop, and retain top talent, while also providing insights into workforce trends and performance. We serve a wide range of customers, including Fortune 500 companies, small and medium-sized businesses, and government agencies. Our products and services are used by organizations around the world to manage their talent pipelines, assess and develop employees, and make data-driven decisions about their workforce. Company Dynamics is headquartered in Atlanta, Georgia.",123456,companydynamics@gmail.com
52,52,52,Terrabase Ltd,http://www.terrabase.co.uk/ ,"441,517,290,101","Terrabase Ltd, 2nd Floor, Refuge House, 33-37 Watergate Row, Chester CH1 2LE, United Kingdom",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.84,True," Terrabase is a provider of soil stabilization, dust control and erosion control products to the construction industry. The company offers a range of products including soil stabilizers, dust suppressants, and erosion control blankets. Terrabase also provides consulting services to help customers choose the right product for their project. The company has a strong focus on sustainability and environmental responsibility, and many of its products are made from recycled materials. Terrabase is headquartered in Australia and has operations in New Zealand and the United States.",123456,terrabase@gmail.com
53,53,53,Resman Ltd,https://resman.co.uk/ ,+44 20 7337 9800,"Resman Ltd, 22 Rose Ln, Liverpool L18 5ED, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.09,False," Resman is a leading global provider of software solutions for the mining industry. Our team of experienced professionals is dedicated to helping our clients achieve their business goals through the use of our innovative technology. We believe that our software can help to improve the efficiency and productivity of mining operations, while also reducing costs and environmental impact. Our software is used by some of the world's leading mining companies, and we are committed to continually developing and improving our products in order to meet the changing needs of the industry. We offer a range of solutions for the mining industry, including mine planning, drill and blast, and materials tracking. Our software is designed to help our clients make informed decisions, improve productivity, and maximize their return on investment.",123456,co@gmail.com
54,54,54,BJSS,http://www.bjss.com/ ,"441,212,482,448","BJSS, 1 Crown Ct, London EC2V 6BP, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.27,True," Bjss is a software company that helps organizations accelerate the development and delivery of innovative digital products and services. We work with some of the world's most admired brands to solve their most complex challenges, and our team of experienced professionals is dedicated to helping our clients achieve their business goals. We believe in the power of technology to transform businesses, and we are committed to helping our clients stay ahead of the curve. We offer a range of services, including product development, software engineering, and data and analytics, and we are always looking for new ways to help our clients succeed.",123456,bjss@gmail.com
55,55,55,Touch Systems Ltd,https://www.touchsystems.co.uk/ ,"441,793,441,300","Touch Systems Ltd, The Pavilions, Cranmore Dr, Shirley, Solihull B90 4SB, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,8.36,True," Touch Systems Ltd. provides products and services that facilitate human-to-computer interaction with a focus on the medical and industrial control markets. The company offers custom and off-the-shelf products, including touchscreen monitors, panel PCs, industrial PCs, and interactive digital signage systems. It also provides engineering and manufacturing services, such as rapid prototyping, product development, and volume manufacturing. The company serves various markets, including medical, gaming, and industrial automation. Touch Systems Ltd. was founded in 1982 and is based in Shannon, Ireland.",123456,touchsystems@gmail.com
56,56,56,TIBCO Software Ltd,https://www.tibco.com/ ,"443,448,449,644","TIBCO Software Ltd, 4 Apple Walk, Swindon SN2 8BL, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.81,True," Tibco Software, Inc. is a global leader in infrastructure and event-driven IT software products. The company offers a wide range of products, including business process management (BPM), enterprise application integration (EAI), business activity monitoring (BAM), service-oriented architecture (SOA), and governance, risk, and compliance (GRC) platforms. Tibco's products are used by some of the world's largest companies, including American Express, Bank of America, Cisco, and Microsoft. The company is headquartered in Palo Alto, California, with offices around the world.",123456,tibco@gmail.com
57,57,57,IRIS Software Group Limited,https://www.iris.co.uk/ ,"448,448,155,656","IRIS Software Group Limited, Riding Court, House, Riding Ct Rd, Datchet SL3 9JT, United Kingdom",5,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.89,True," Iris Software Group Limited is a global software company headquartered in Ireland. The company develops and delivers software and services to over 1200 customers worldwide, including blue-chip companies, public sector bodies and SMEs. The company has a strong focus on regulated industries, including aviation, financial services, government and healthcare. Iris is ISO 9001 certified and has a strong track record in delivering mission-critical software solutions and services to its customers. The company has a team of over 100 people, with offices in Ireland, the UK and the US.",123456,iris@gmail.com
58,58,58,IRIS Business Software,https://www.iris.co.uk/ ,+44 20 7375 7400,"IRIS Business Software, Diamond Court, Douglas Close, Stockton-on-Tees TS18 3TP, United Kingdom",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.21,False," Iris Business Software is a leading provider of inventory management and accounting software for small and medium-sized businesses. Iris offers a comprehensive suite of products that helps businesses manage their operations more efficiently and effectively. From inventory management and order processing to accounting and payroll, Iris provides the tools businesses need to succeed. Iris Business Software has been helping businesses improve their operations for over 20 years. With a focus on customer service and satisfaction, Iris is committed to helping businesses succeed.",123456,iris@gmail.com
59,59,59,Software a G,http://www.softwareag.com/uk/ ,+44 20 3355 7960,"Software a G, 1 Norton Folgate, London E1 6DB, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.96,True,dpr-as-a-service GDPR-as-a-Service is a solution that helps businesses comply with the European Union's General Data Protection Regulation (GDPR). The service provides a platform for businesses to manage their data and ensure that it is being used in accordance with the law. It also provides tools for businesses to communicate with their customers about their data and to give them control over how it is used.,123456,softwareag@gmail.com
60,60,60,Zendesk,http://zendesk.com/ ,+44 20 3287 5565,"Zendesk, 30 Eastbourne Terrace, Paddington, London W2 6LA, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.26,True," Zendesk is a customer service and engagement platform that helps companies build better relationships with their customers. The platform allows businesses to provide great customer experiences through multiple channels, including email, chat, phone, and social media. Zendesk's customer service and engagement platform is used by more than 100,000 organizations in over 160 countries and is available in more than 40 languages. The company was founded in 2007 and is headquartered in San Francisco, California.",123456,com/ @gmail.com
61,61,61,ArtDriver,http://www.artdriver.co.uk/ ,"441,223,813,184","ArtDriver, 27 Old Gloucester St, Bloomsbury, London WC1N 3AX, UK",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.37,True," ArtDriver is a full-service creative digital agency. We create stunning brand experiences for companies worldwide. We work with businesses of all sizes, from small startups to large corporations. We provide a wide range of services, including web design, web development, eCommerce, branding, digital marketing, and more. Our team is made up of experienced and talented professionals who are passionate about their work. We strive to create exceptional experiences for our clients and their customers. We work closely with our clients to understand their business and their goals, and we use our expertise and creativity to help them achieve their goals. We are committed to providing the highest quality of service to our clients, and we are always looking for new ways to innovate and improve. We are",123456,artdriver@gmail.com
62,62,62,eg technology,http://www.egtechnology.co.uk/ ,"441,865,203,100","eg technology, Farfield House, Albert Rd, Stow cum Quy, Cambridge CB25 9AR, UK",7,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,1.17,True," eg technology is a global provider of end-to-end supply chain management, technology, and procurement solutions. We help some of the world's biggest brands manage the cost, complexity, and risk in their supply chains.",123456,egtechnology@gmail.com
63,63,63,Global Initiative,http://www.global-initiative.com/ ,"441,244,960,244","Global Initiative, 33 George St, Oxford OX1 2AY, UK",1,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.26,True," The Global Initiative is a nonprofit organization that works to improve the lives of people in the developing world through the power of business. We do this by bringing together businesses, nonprofits, and governments to find solutions to pressing challenges. We believe that business is the most powerful force for social change, and we work to create partnerships and programs that use the power of business to improve the lives of people in the developing world.",123456,global-initiative@gmail.com
64,64,64,Chester Apps,http://chesterapps.co.uk/ ,"441,753,212,200","Chester Apps, Tarvin Rd, Chester CH3 5DH, UK",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.66,True," Chester Apps Ltd. is a mobile application development company that designs, develops, and delivers mobile apps for businesses and organizations around the world. Our team of experienced developers and designers work closely with our clients to understand their needs and create custom apps that meet their specific requirements. We specialize in developing apps for both iOS and Android platforms, and we offer a range of services including design, development, testing, and deployment. We are committed to delivering high-quality apps that are user-friendly, secure, and reliable.",123456,co@gmail.com
65,65,65,IRIS Software Ltd,http://www.iris.co.uk/ ,"447,740,816,099","IRIS Software Ltd, Cotton House, 12-18 Queen Street, Manchester M2 5HS, United Kingdom",3,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,3.06,True," Iris Software Ltd is a global software company that provides solutions for the world's largest financial institutions. The company specializes in the development of enterprise-level software applications, including trading, risk management, and compliance systems. Iris Software has over 20 years of experience in the financial services industry, and has a proven track record of delivering high-quality, reliable software solutions to its clients. The company is headquartered in London, with offices in New York, Hong Kong, and Singapore.",123456,iris@gmail.com
66,66,66,TreeFrog Communications LTD ï¿½ Web Design & Software Development,http://www.treefrogcommunications.co.uk/ ,+44 20 3808 4639,"TreeFrog Communications LTD ï¿½ Web Design & Software Development, 70 Plover Rd, Huddersfield HD3 3HR, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,5.46,True," Treefrog is a web design & software development company based in Oxfordshire. We specialise in website design, bespoke software development and IT Consultancy for small and medium businesses in the Thames Valley area and beyond. Our software and web development team is highly skilled in PHP, MySQL, Linux, CSS, HTML, Javascript, JQuery, AJAX, Flash and SEO. We have a team of graphic designers and copywriters to ensure your website not only works well but looks great too. We offer a full range of web design services, from initial planning, design, development and deployment, through to SEO and on-going support. Our services include PHP web development, eCommerce, content management systems, intranets and extranets",123456,treefrogcommunications@gmail.com
67,67,67,Maiva,http://maiva.uk/ ,"441,926,468,300","Maiva, Airport House, Purley Way Crescent, Croydon CR0 0XZ, UK",9,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.73,True," Maiva is the pseudonym of María Isabel Vizcaíno, a Spanish singer, songwriter and actress born in Tenerife (Canary Islands, Spain) in 1986.  With an overwhelming personality and a unique and peculiar voice, she has stood out in the current music scene, being the creator of a style that fuses her characteristic voice with electronic sounds and an elegant and sophisticated staging.  Maiva is a versatile and eclectic artist, capable of fusing her voice with the most diverse rhythms and musical styles. Jazz, soul, R&B, electronic music, reggae, and hip hop, among others, flow in her blood and are present in her day-to-day life and",123456,uk/ @gmail.com
68,68,68,Focus Solutions Group Ltd,https://www.focus-solutions.co.uk/ ,+44 20 3286 6790,"Focus Solutions Group Ltd, Cranford House, Kenilworth Rd, Blackdown, Leamington Spa CV32 6RQ, UK",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,9.42,True," Focus Solutions Group is a provider of quality business and IT services to small and medium-sized businesses. We offer a wide range of services including business consulting, IT support, and software development. Our team of experienced professionals is dedicated to helping our clients achieve their business goals. We are committed to providing exceptional customer service and delivering high-quality solutions to our clients. Focus Solutions Group is headquartered in Toronto, Canada.",123456,focus-solutions@gmail.com
69,69,69,InAllMedia,http://inallmedia.com/ ,"441,212,850,100","InAllMedia, 2 Kingdom St, London W2 6BD, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,2.86,False," InAllMedia is an award-winning full service production company that specialises in making compelling content for TV and digital platforms. For over a decade we have been telling stories that entertain, challenge and inspire.  We have a proven track record of delivering excellent content for all major UK broadcasters, including the BBC, ITV, Channel 4, Channel 5 and Sky.  We are based in Glasgow and our location means we are perfectly situated to take advantage of a wealth of diverse and dramatic locations throughout Scotland.  Our highly experienced team of producers and directors can take your idea from initial concept through to final delivery, offering a bespoke, flexible and cost-effective service every step of the way.",123456,com/ @gmail.com
70,70,70,Blueberry Consultants,http://www.bbconsult.co.uk/ ,"441,618,501,300","Blueberry Consultants, 180-182 Fazeley St, Birmingham B5 5SE, UK",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.61,True," Blueberry is a management consultancy that helps organisations deliver ambitious and essential change.  We do this by providing an array of services that enable our clients to develop their people, improve their processes and transform their technology.  Our areas of expertise include: Organisation Design, Process Excellence, HR Transformation, Technology Services and Digital Transformation.",123456,bbconsult@gmail.com
71,71,71,Apadmi Ltd,https://www.apadmi.com/ ,"443,330,119,372","Apadmi Ltd, 2nd Floor, Warren Bruce Court, Warren Bruce Road, Manchester, Trafford Park M17 1LB, United Kingdom",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,4.77,True," Apadmi is a mobile technology company that works with clients to understand their business needs and deliver market-leading digital products. Founded in 2009, Apadmi has successfully grown to become a market leader in the UK, with offices in both Manchester and London.  The Apadmi team has a wealth of experience in developing bespoke mobile solutions for clients in sectors including utilities, retail, financial services, healthcare, education, and logistics. Apadmi has delivered solutions for clients including Argos, BBC, United Utilities, and AstraZeneca.  Whether it's mobile strategy, enterprise mobility, or consumer apps, Apadmi has the expertise and experience to deliver. Apadmi's approach to mobile app development is",123456,apadmi@gmail.com
72,72,72,Whiz Solutions Ltd,http://www.whizsolutions.co.uk/ ,+44 20 7099 6399,"Whiz Solutions Ltd, amba house, Suite 7 1st, 15, College Rd, Harrow HA1 1BA, United Kingdom",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,2.35,True," Whiz Solutions is a software development company based in Hong Kong. We have over 10 years of experience in the industry and have successfully completed numerous projects for clients in various industries. Our team of talented developers are experts in various technologies and are able to deliver high-quality solutions that meet the specific needs of our clients. We are committed to providing excellent service and support to our clients and are always looking for new ways to innovate and improve our products and services. If you're looking for a reliable and experienced software development partner, look no further than Whiz Solutions. We would be happy to discuss your project and see how we can help you achieve your goals.",123456,whizsolutions@gmail.com
73,73,73,Headchannel Ltd,http://www.headchannel.co.uk/ ,+44 20 3375 4259,"Headchannel Ltd, 71 Central St, London EC1V 8AB, UK",6,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.93,True," HeadChannel Ltd. is an independent game development studio based in Helsinki, Finland. The company was founded in 2012 and is specialized in the development of games and game-related products for the mobile platform.  The studio's first title, ""HeadChannel Football"", was released in 2013 and was a success, reaching over 1 million downloads. The game was followed by ""HeadChannel Basketball"" in 2014 and ""HeadChannel Soccer"" in 2015. All three games are available for free on the App Store and Google Play.  In addition to developing its own titles, HeadChannel also works with external clients on a contract basis. The studio has collaborated with various companies, including Rovio Entertainment and Sanoma Media Finland, on a range of",123456,headchannel@gmail.com
74,74,74,Prima Business Solutions,http://www.primabusinessuk.com/ ,"441,612,198,100","Prima Business Solutions, 44 Broadway, London E15 1XH, UK",2,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,0.9,True," Prima Business Solutions is a leading provider of business solutions to small and medium sized enterprises. We offer a range of services including business consulting, strategy development, process improvement, and technology implementation. Our team of experienced professionals works closely with our clients to understand their unique needs and challenges, and to develop tailored solutions that help them achieve their business goals. We are committed to delivering exceptional results and exceptional experiences for our clients.",123456,primabusinessuk@gmail.com
75,75,75,Godel Technologies,http://www.godeltech.com/ ,+44 20 7788 7618,"Godel Technologies, NEO Building, Charlotte St, Manchester M1 4ET, UK",4,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,7.47,True," Godel Technologies is a business and IT outsourcing company headquartered in Manchester, United Kingdom, and having its branches in other countries as well. We are a team of 200+ talented IT experts who are dedicated to making the best software solutions for our clients. Since our establishment in 2004, we have implemented more than 700 successful IT projects for our international clients. We work with small, medium, and large companies all over the world. We help our clients to achieve their business goals by providing them with the best IT solutions possible.",123456,godeltech@gmail.com
76,76,76,CodeFirst,http://www.codefirst.net/ ,"441,922,452,429","CodeFirst, 40 Gracechurch St, London EC3V 0BT, UK",8,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.62,True," CodeFirst is a coding education company based in New York City. We offer online and in-person courses in web development and data science to professionals and students alike. Our curriculum is designed to be both rigorous and accessible, and our instructors are experts in their field with years of teaching experience. We believe that coding is a vital skill for the 21st century, and we're committed to making it accessible to everyone.",123456,codefirst@gmail.com
77,77,77,softsync.co.uk,http://www.softsync.co.uk/ ,+44 20 3772 8966,"softsync.co.uk, 6 Rookery Ln, Aldridge, Walsall WS9 8NN, UK",0,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Google_%22G%22_Logo.svg/2048px-Google_%22G%22_Logo.svg.png,6.85,True," SoftSync Co is a software development and consultancy company based in the UK. We specialize in developing bespoke software solutions for our clients, as well as providing expert consultancy services in the areas of software development, data analysis, and IT infrastructure.  Our team of experienced developers and consultants are passionate about using technology to solve complex business problems and improve efficiency. We work closely with our clients to understand their specific needs and requirements, and to deliver high-quality solutions that meet their expectations and drive real value for their businesses.  At SoftSync Co, we believe that effective collaboration and communication are key to the success of any software development project. We take a proactive and agile approach to our work, keeping our clients informed and involved at every step of",123456,softsync@gmail.com
